date	description	id	loc	localization_added	tag	title	txt
2017-05-08 15:05:07.134474	" ""Я хочу, чтобы те, кто участвовал в этой  войне , чувствовали уважение всего народа. Сколько  Украина  пролила крови, сколько всего произошло — сегодня этого нельзя забывать. Тысячи и тысячи людей легли в земли, чтобы мы сегодня в этом парке могли праздновать Победу. Вечная ... "	1bbdf111ba93918f693ebee3af165cdd92a8cf4c		True	ukraine	Рабинович призвал уважать ветеранов Второй мировой войны - РБК Украина	"рабинович призвал уважать ветеранов второй мировой войны - рбк украина ""я хочу, чтобы те, кто участвовал в этой  войне , чувствовали уважение всего народа. сколько  украина  пролила крови, сколько всего произошло — сегодня этого нельзя забывать. тысячи и тысячи людей легли в земли, чтобы мы сегодня в этом парке могли праздновать победу. вечная ... "
2017-05-08 16:44:13.499245	 Российский писатель Захар Прилепин, ставший замкомандира в звании майора в самопровозглашённой Донецкой народной республики, назвал власти  Украины  «припадочными», «разводящими» народ ложью об истинных потерях  украинской  армии в  войне  на Донбассе, в частности в ... 	0725ebdaa182d6184bcc4665916b731eab10c7b8		True	ukraine	"Прилепин вскрыл ложь ""припадочных"" властей Украины о войне в Донбассе - Московский Комсомолец"	"прилепин вскрыл ложь ""припадочных"" властей украины о войне в донбассе - московский комсомолец российский писатель захар прилепин, ставший замкомандира в звании майора в самопровозглашённой донецкой народной республики, назвал власти  украины  «припадочными», «разводящими» народ ложью об истинных потерях  украинской  армии в  войне  на донбассе, в частности в ... "
2017-05-08 16:56:32.043790	" ""По предварительной информации, в результате подрыва военного автомобиля на неизвестном взрывном устройстве погиб военнослужащий одного из подразделений, личный состав которого выполняет  боевые  задачи на приморском направлении недалеко от населенного пункта ... "	7ebe93c61cc04380e96e5e6a9f49f6cb961713aa		True	ukraine	В Донецкой области в результате подрыва автомобиля погиб военнослужащий – штаб АТО - GORDONUA.COM	"в донецкой области в результате подрыва автомобиля погиб военнослужащий – штаб ато - gordonua.com ""по предварительной информации, в результате подрыва военного автомобиля на неизвестном взрывном устройстве погиб военнослужащий одного из подразделений, личный состав которого выполняет  боевые  задачи на приморском направлении недалеко от населенного пункта ... "
2017-05-08 16:56:32.923075	 The lack of access to quality health care in South  Syria , as well as along the border with Jordan, also means  war -wounded Syrians have difficulty accessing specialised surgical care such as multiple trauma injuries and highly complex interventions. In  ...  	33a42e4e21e250bece6f824ab3f38a9e000d27f1		True	syria_eng	"South Syria: ""MSF adapts to respond to the needs of a war-afflicted population"" - Médecins Sans Frontières (MSF) International"	"south syria: ""msf adapts to respond to the needs of a war-afflicted population"" - médecins sans frontières (msf) international the lack of access to quality health care in south  syria , as well as along the border with jordan, also means  war -wounded syrians have difficulty accessing specialised surgical care such as multiple trauma injuries and highly complex interventions. in  ...  "
2017-05-13 21:11:04.303487	 Что касается вообще встречи в таком формате: президент США - министр иностранных дел России, президент США - министр иностранных дел  Украины , то, в принципе, формат таких переговоров дает надежду на то, что сейчас начнётся новый этап с участием США в урегулировании ... 	46012577a5905bd07dd93f7b00913f43ce88e337		True	ukraine	Война на Донбассе: Украина на пороге нового этапа урегулирования конфликта - депутат - Подробности	война на донбассе: украина на пороге нового этапа урегулирования конфликта - депутат - подробности что касается вообще встречи в таком формате: президент сша - министр иностранных дел россии, президент сша - министр иностранных дел  украины , то, в принципе, формат таких переговоров дает надежду на то, что сейчас начнётся новый этап с участием сша в урегулировании ... 
2017-05-13 21:11:05.958688	 Опыт, полученный украинскими танкистами во время  боевых действий  с российскими танками на Донбассе заинтересовал Соединенные Штаты. По этой причине  украинских  военнослужащих пригласили принять участие в международных танковых соревнованиях Strong Europe Tank ... 	ff1be561c3067e140e6770e02d1cb721025ece97		True	ukraine	США заинтересовал боевой опыт украинских танкистов против российских танков (видео) - Диалог.UA - Всегда два мнения	сша заинтересовал боевой опыт украинских танкистов против российских танков (видео) - диалог.ua - всегда два мнения опыт, полученный украинскими танкистами во время  боевых действий  с российскими танками на донбассе заинтересовал соединенные штаты. по этой причине  украинских  военнослужащих пригласили принять участие в международных танковых соревнованиях strong europe tank ... 
2017-05-13 21:11:05.986068	 В зоне проведения антитеррористической операции (АТО) на Донбассе за минувшие сутки, 12 мая 2017 года, в результате  боевых действий  трое  украинских  военнослужащих получили ранения, погибших нет. Об этом на брифинге сообщил спикер Министерства обороны  Украины  по ... 	bb3e14bc4362de9870a7357cd1b21a9791165bc9		True	ukraine	В зоне АТО за сутки ранены 3 украинских военных, погибших нет - РБК Украина	в зоне ато за сутки ранены 3 украинских военных, погибших нет - рбк украина в зоне проведения антитеррористической операции (ато) на донбассе за минувшие сутки, 12 мая 2017 года, в результате  боевых действий  трое  украинских  военнослужащих получили ранения, погибших нет. об этом на брифинге сообщил спикер министерства обороны  украины  по ... 
2017-05-13 21:11:06.023510	 В результате  боевых действий  в зоне конфликта в Донецкой и Луганской областях во вторник, 25 апреля, погибли двое  украинских  военнослужащих, еще четверо получили ранения. Об этом сообщил пресс-центр штаба АТО на своей странице в социальной сети Facebook. Согласно ... 	c9973fb34fdeb8085dff0037d1dfe6e4356ecca6		True	ukraine	Боевые действия в Донбассе: погибли двое украинских военнослужащих, еще четверо ранены - NEWSru.co.il	боевые действия в донбассе: погибли двое украинских военнослужащих, еще четверо ранены - newsru.co.il в результате  боевых действий  в зоне конфликта в донецкой и луганской областях во вторник, 25 апреля, погибли двое  украинских  военнослужащих, еще четверо получили ранения. об этом сообщил пресс-центр штаба ато на своей странице в социальной сети facebook. согласно ... 
2017-05-13 21:11:06.939734	 В город Аазаз на сирийско-турецкой границе продолжают прибывать  беженцы . Они бегут из провинций Ракка и Дейр эз-Зор, где полным ходом разворачиваются боевые действия. Подробнее — в материале Федерального агентства новостей. «Революционные силы  Сирии » (RFS) ... 	3e6ddd79471a0c7241c990ad33a0212fdbb72012		True	refugees	Сирия, бегство из Ракки и Дейр эз-Зора: новые беженцы прибывают в Аазаз - Федеральное агентство новостей No.1	сирия, бегство из ракки и дейр эз-зора: новые беженцы прибывают в аазаз - федеральное агентство новостей no.1 в город аазаз на сирийско-турецкой границе продолжают прибывать  беженцы . они бегут из провинций ракка и дейр эз-зор, где полным ходом разворачиваются боевые действия. подробнее — в материале федерального агентства новостей. «революционные силы  сирии » (rfs) ... 
2017-05-13 21:11:06.945597	 ЛАТАКИЯ ( Сирия ), 14 апр — РИА Новости. Благодаря развитию мирного процесса в  Сирии  многие  беженцы  получили возможность вернуться домой — в свои деревни и села. Крупнейший в Латакии лагерь  беженцев  практически опустел: вместо двух тысяч семей теперь тут живет всего ... 	912791eb170e5addd1abab0f6ae37be07bbbff70		True	refugees	Мирный процесс в действии: сирийские беженцы возвращаются в свои дома - РИА Новости	мирный процесс в действии: сирийские беженцы возвращаются в свои дома - риа новости латакия ( сирия ), 14 апр — риа новости. благодаря развитию мирного процесса в  сирии  многие  беженцы  получили возможность вернуться домой — в свои деревни и села. крупнейший в латакии лагерь  беженцев  практически опустел: вместо двух тысяч семей теперь тут живет всего ... 
2017-05-13 21:11:06.970752	 Представители российского Центра по примирению враждующих сторон в САР доставили гуманитарную помощь в один из пригородов Латакии ... 	93eaeb81e39b27260e7b0840e9f5a5eadb700e27		True	refugees	Сирия: российские офицеры доставили гумпомощь беженцам в ... - Федеральное агентство новостей No.1	сирия: российские офицеры доставили гумпомощь беженцам в ... - федеральное агентство новостей no.1 представители российского центра по примирению враждующих сторон в сар доставили гуманитарную помощь в один из пригородов латакии ... 
2017-05-13 21:11:07.258801	  Землетрясение  сотрясло Синьцзян-Уйгурский автономный район КНР в четверг, 11 мая. Жертвами катаклизма стали 8 человек. Травмы получили 23 несчастных. Подземный толчок частично или полностью разрушил 1,5 тысячи жилых домов. Эпицентр поверхностного  землетрясения  ... 	02c8b155439f44e4cf529eaddb7ef10fc4f629b2		True	earthquake	Землетрясение на северо-западе Китая унесло жизни 8 человек - GISMETEO.Новости	землетрясение на северо-западе китая унесло жизни 8 человек - gismeteo.новости  землетрясение  сотрясло синьцзян-уйгурский автономный район кнр в четверг, 11 мая. жертвами катаклизма стали 8 человек. травмы получили 23 несчастных. подземный толчок частично или полностью разрушил 1,5 тысячи жилых домов. эпицентр поверхностного  землетрясения  ... 
2017-05-13 21:11:07.264598	 На востоке Китая в результате  землетрясения  погибли по меньшей мере восемь человек. Об этом сообщает AP. Еще более 20 человек пострадали.  Землетрясение  магнитудой 5,4 балла произошло в отдаленной области в горной местности Такскорган около границы с Таджикистаном, ... 	85d2a6bbdc3adc2fa76e00b8134bfce9ada2e2d2		True	earthquake	Землетрясение в горной местности в Китае: 8 погибших - ЛІГА.net	землетрясение в горной местности в китае: 8 погибших - ліга.net на востоке китая в результате  землетрясения  погибли по меньшей мере восемь человек. об этом сообщает ap. еще более 20 человек пострадали.  землетрясение  магнитудой 5,4 балла произошло в отдаленной области в горной местности такскорган около границы с таджикистаном, ... 
2017-05-13 21:11:07.276853	 Интерфакс: Сейсмологи зарегистрировали землетрясение магнитудой 4,7, произошедшее в акватории Берингова моря неподалеку от Командорских ... 	e5bcf99f79d70e168e76e3cd0a2fe43829ba850d		True	earthquake	Землетрясение магнитудой 4,7 произошло у Командорских ... - Интерфакс	землетрясение магнитудой 4,7 произошло у командорских ... - интерфакс интерфакс: сейсмологи зарегистрировали землетрясение магнитудой 4,7, произошедшее в акватории берингова моря неподалеку от командорских ... 
2017-05-13 21:11:07.282526	 Землетрясение, имевшее предварительную величину 6,2, произошло около 4:40 утра в пятницу утром. Его глубина была зафиксирована на ... 	d10cbbb58ed6ee00af6ebc8e2fde9c25c888bbcc		True	earthquake	6-балльное землетрясение произошло на Сальвадоре - БелТА - Новости Беларуси (БелТА)	6-балльное землетрясение произошло на сальвадоре - белта - новости беларуси (белта) землетрясение, имевшее предварительную величину 6,2, произошло около 4:40 утра в пятницу утром. его глубина была зафиксирована на ... 
2017-05-13 21:11:07.288940	 БАКУ, 11 мая — Sputnik. В Саатлинском районе произошло землетрясение силой в пять баллов. Об этом Sputnik Азербайджан сообщили в ... 	dd7c43ba9d07496bc150718bb8bea1db6d36e8ea		True	earthquake	В Саатлинском районе произошло сильное землетрясение - Sputnik Азербайджан	в саатлинском районе произошло сильное землетрясение - sputnik азербайджан баку, 11 мая — sputnik. в саатлинском районе произошло землетрясение силой в пять баллов. об этом sputnik азербайджан сообщили в ... 
2017-05-13 21:11:07.294325	 Землетрясение магнитудой 5,6 было зафиксировано в акватории залива Аляска в 496 км юго-западнее города Анкоридж, сообщает «Интерфакс» со ... 	bd13c8b6303eb9ec36aa878d1742f1f790e9f37f		True	earthquake	На Аляске произошло землетрясение магнитудой 5,6 – Мир ... - Коммерсантъ Приложения	на аляске произошло землетрясение магнитудой 5,6 – мир ... - коммерсантъ приложения землетрясение магнитудой 5,6 было зафиксировано в акватории залива аляска в 496 км юго-западнее города анкоридж, сообщает «интерфакс» со ... 
2017-05-13 21:11:07.299965	 Эксперты предупреждают, что в случае прорыва водоема могут погибнуть более 600 тысяч человек. В 23 км на восток от озера Сарез в Таджикистане ... 	69639bada30d568833aebe32aca1123472f454e8		True	earthquake	У самого опасного озера в Таджикистане произошло ... - Regnum - ИА REGNUM	у самого опасного озера в таджикистане произошло ... - regnum - иа regnum эксперты предупреждают, что в случае прорыва водоема могут погибнуть более 600 тысяч человек. в 23 км на восток от озера сарез в таджикистане ... 
2017-05-13 21:11:07.305759	 ЕРЕВАН, 9 мая — Sputnik. Землетрясение магнитудой 3.1 произошло близ армяно-грузинской границы, к северо-востоку от села Бавра, сообщила ... 	cc116a6b26a7ad24ed6c6e33ed666fa3d8c07fc8		True	earthquake	Землетрясение произошло на армяно-грузинской границе - Sputnik Армения	землетрясение произошло на армяно-грузинской границе - sputnik армения ереван, 9 мая — sputnik. землетрясение магнитудой 3.1 произошло близ армяно-грузинской границы, к северо-востоку от села бавра, сообщила ... 
2017-05-13 21:11:09.368595	В районе Новой Вилги действует незаконная свалка? https://t.co/O8RItg5gXk https://t.co/n2iszl8avf	c2d6d5d8f1b8982665bb7fc8f02373259c3e08a6		True	ecology_twitter	gubernia_daily: В районе Новой Вилги действует незаконная свалка? https://t.co/O8RItg5gXk https://t.co/n2iszl8avf	gubernia_daily: в районе новой вилги действует незаконная свалка? https://t.co/o8ritg5gxk https://t.co/n2iszl8avfв районе новой вилги действует незаконная свалка? https://t.co/o8ritg5gxk https://t.co/n2iszl8avf
2017-05-13 21:11:09.371921	Незаконная #свалка мусора: здравствуйте! Ваше сообщение о проблеме зарегистрировано на портале… https://t.co/DVyT9evNyj #добродел #жкх	bf3fbd23927cde5d0652a600884d75ff4a925bee		True	ecology_twitter	dobrodelaem: Незаконная #свалка мусора: здравствуйте! Ваше сообщение о проблеме зарегистрировано на портале… https://t.co/DVyT9evNyj #добродел #жкх	dobrodelaem: незаконная #свалка мусора: здравствуйте! ваше сообщение о проблеме зарегистрировано на портале… https://t.co/dvyt9evnyj #добродел #жкхнезаконная #свалка мусора: здравствуйте! ваше сообщение о проблеме зарегистрировано на портале… https://t.co/dvyt9evnyj #добродел #жкх
2017-05-13 21:11:09.375505	Незаконная #свалка мусора: Незаконная свалка мусора В Раменском районе, п. Ганусово, рядом с ФАПом… https://t.co/vvBf9q5thc #добродел #жкх	ef3574f916dc3cc9084d95b5df6e9f194ab3c131		True	ecology_twitter	dobrodelaem: Незаконная #свалка мусора: Незаконная свалка мусора В Раменском районе, п. Ганусово, рядом с ФАПом… https://t.co/vvBf9q5thc #добродел #жкх	dobrodelaem: незаконная #свалка мусора: незаконная свалка мусора в раменском районе, п. ганусово, рядом с фапом… https://t.co/vvbf9q5thc #добродел #жкхнезаконная #свалка мусора: незаконная свалка мусора в раменском районе, п. ганусово, рядом с фапом… https://t.co/vvbf9q5thc #добродел #жкх
2017-05-13 21:11:09.378734	Незаконная #свалка мусора: Незаконная свалка мусора В Раменском районе, п. Ганусово, рядом с ФАПом… https://t.co/9Us0Nz8ejK #добродел #жкх	643959d1b171655a0b1184a2071828093c8b4993		True	ecology_twitter	dobrodelaem: Незаконная #свалка мусора: Незаконная свалка мусора В Раменском районе, п. Ганусово, рядом с ФАПом… https://t.co/9Us0Nz8ejK #добродел #жкх	dobrodelaem: незаконная #свалка мусора: незаконная свалка мусора в раменском районе, п. ганусово, рядом с фапом… https://t.co/9us0nz8ejk #добродел #жкхнезаконная #свалка мусора: незаконная свалка мусора в раменском районе, п. ганусово, рядом с фапом… https://t.co/9us0nz8ejk #добродел #жкх
2017-05-13 21:11:09.381920	RT @braginsasha: Эта свалка незаконная, по ней штрафы и наказания были. Но, местному народу все равно. Где живут там и гадят https://t.co/8…	ceb6670f0e97cae4290d5d41631e1c2020d19eaa		True	ecology_twitter	EkoGrad: RT @braginsasha: Эта свалка незаконная, по ней штрафы и наказания были. Но, местному народу все равно. Где живут там и гадят https://t.co/8…	ekograd: rt @braginsasha: эта свалка незаконная, по ней штрафы и наказания были. но, местному народу все равно. где живут там и гадят https://t.co/8…rt @braginsasha: эта свалка незаконная, по ней штрафы и наказания были. но, местному народу все равно. где живут там и гадят https://t.co/8…
2017-05-13 21:11:09.385144	"RT @NarodnyjSovet: #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/0c7Lmm1U5c"	dd24255040654e6aa2122dcc5c6ece539ad834a0		True	ecology_twitter	"freezhuk: RT @NarodnyjSovet: #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/0c7Lmm1U5c"	"freezhuk: rt @narodnyjsovet: #жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/0c7lmm1u5crt @narodnyjsovet: #жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/0c7lmm1u5c"
2017-05-13 21:11:09.388370	"вот так выглядел столб огня ночью (вид из окон г. Раменское)
горит незаконная свалка #Жуковский #Наркомвод #Глушица… https://t.co/JT3gRoEJVT"	aeda51910fa84fddecb9746de26a557cd3c6f548		True	ecology_twitter	"freezhuk: вот так выглядел столб огня ночью (вид из окон г. Раменское)
горит незаконная свалка #Жуковский #Наркомвод #Глушица… https://t.co/JT3gRoEJVT"	"freezhuk: вот так выглядел столб огня ночью (вид из окон г. раменское)
горит незаконная свалка #жуковский #наркомвод #глушица… https://t.co/jt3groejvtвот так выглядел столб огня ночью (вид из окон г. раменское)
горит незаконная свалка #жуковский #наркомвод #глушица… https://t.co/jt3groejvt"
2017-05-13 21:11:09.391529	"@press_ecology #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/QZSGrdMF1n"	3edef6b26436f3ce2e414618d28ac413fbf51faa		True	ecology_twitter	"NarodnyjSovet: @press_ecology #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/QZSGrdMF1n"	"narodnyjsovet: @press_ecology #жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/qzsgrdmf1n@press_ecology #жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/qzsgrdmf1n"
2017-05-13 21:11:09.395404	"#Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/0c7Lmm1U5c"	3075dd962a9a7b8fd9041a6b023c55d236f20a8f		True	ecology_twitter	"NarodnyjSovet: #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка сейчас https://t.co/0c7Lmm1U5c"	"narodnyjsovet: #жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/0c7lmm1u5c#жуковский р-н наркомвод около озера глушица
горит незаконная свалка сейчас https://t.co/0c7lmm1u5c"
2017-05-13 21:11:09.399081	"@press_ecology горит незаконная свалка на Глушице - горит сильно
https://t.co/1e91mjaVz9"	6be5b8a367982281b08c3c0b2b7a58bf75e495af		True	ecology_twitter	"NarodnyjSovet: @press_ecology горит незаконная свалка на Глушице - горит сильно
https://t.co/1e91mjaVz9"	"narodnyjsovet: @press_ecology горит незаконная свалка на глушице - горит сильно
https://t.co/1e91mjavz9@press_ecology горит незаконная свалка на глушице - горит сильно
https://t.co/1e91mjavz9"
2017-05-13 21:11:09.405769	"#Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка
горит сильно
https://t.co/1e91mjaVz9"	464f07393bea50d2ddd2a29eef4d47f0f318d1f9		True	ecology_twitter	"NarodnyjSovet: #Жуковский р-н Наркомвод около озера Глушица
горит незаконная свалка
горит сильно
https://t.co/1e91mjaVz9"	"narodnyjsovet: #жуковский р-н наркомвод около озера глушица
горит незаконная свалка
горит сильно
https://t.co/1e91mjavz9#жуковский р-н наркомвод около озера глушица
горит незаконная свалка
горит сильно
https://t.co/1e91mjavz9"
2017-05-13 21:11:09.412215	RT @braginsasha: В водоохранной зоне реки Свияга незаконная свалка строительных отходов, ниже храма на Минаева внизу по дороге. @amir_hg @u…	5d9eea5cecc928e84edf00cc730e754bda0d9112		True	ecology_twitter	Upravdom73: RT @braginsasha: В водоохранной зоне реки Свияга незаконная свалка строительных отходов, ниже храма на Минаева внизу по дороге. @amir_hg @u…	upravdom73: rt @braginsasha: в водоохранной зоне реки свияга незаконная свалка строительных отходов, ниже храма на минаева внизу по дороге. @amir_hg @u…rt @braginsasha: в водоохранной зоне реки свияга незаконная свалка строительных отходов, ниже храма на минаева внизу по дороге. @amir_hg @u…
2017-05-13 21:11:09.418776	Эта свалка незаконная, по ней штрафы и наказания были. Но, местному народу все равно. Где живут там и гадят https://t.co/8wQvmyr7pG	f55a5ed20c15c4fdec5f937df599b476dde91d02		True	ecology_twitter	braginsasha: Эта свалка незаконная, по ней штрафы и наказания были. Но, местному народу все равно. Где живут там и гадят https://t.co/8wQvmyr7pG	braginsasha: эта свалка незаконная, по ней штрафы и наказания были. но, местному народу все равно. где живут там и гадят https://t.co/8wqvmyr7pgэта свалка незаконная, по ней штрафы и наказания были. но, местному народу все равно. где живут там и гадят https://t.co/8wqvmyr7pg
2017-05-13 21:11:09.425441	В водоохранной зоне реки Свияга незаконная свалка строительных отходов, ниже храма на Минаева внизу по дороге.… https://t.co/NcDPGhNVeW	5779906320872811a10b79befbff72c4bf706f58		True	ecology_twitter	braginsasha: В водоохранной зоне реки Свияга незаконная свалка строительных отходов, ниже храма на Минаева внизу по дороге.… https://t.co/NcDPGhNVeW	braginsasha: в водоохранной зоне реки свияга незаконная свалка строительных отходов, ниже храма на минаева внизу по дороге.… https://t.co/ncdpghnvewв водоохранной зоне реки свияга незаконная свалка строительных отходов, ниже храма на минаева внизу по дороге.… https://t.co/ncdpghnvew
2017-05-13 21:11:09.431692	RT @naeArmagos: В Уфимском районе выявлена незаконная свалка	8b1e7021f136e7f3cd4a228fdf98dc736a1012c6		True	ecology_twitter	Ysharwoo: RT @naeArmagos: В Уфимском районе выявлена незаконная свалка	ysharwoo: rt @naearmagos: в уфимском районе выявлена незаконная свалкаrt @naearmagos: в уфимском районе выявлена незаконная свалка
2017-05-13 21:11:10.512970	Почему не принимаете меры? @it_maina на вашей тер.Огромная Не законная свалка мусора,отмечено кр гал ( @braginsasha… https://t.co/Rt5hMdJZRT	870e257ab5ccb81ab7126e90ef134e3d0cf53a51		True	ecology_twitter	aleksandr_kirin: Почему не принимаете меры? @it_maina на вашей тер.Огромная Не законная свалка мусора,отмечено кр гал ( @braginsasha… https://t.co/Rt5hMdJZRT	aleksandr_kirin: почему не принимаете меры? @it_maina на вашей тер.огромная не законная свалка мусора,отмечено кр гал ( @braginsasha… https://t.co/rt5hmdjzrtпочему не принимаете меры? @it_maina на вашей тер.огромная не законная свалка мусора,отмечено кр гал ( @braginsasha… https://t.co/rt5hmdjzrt
